timestamp,session_id,request_id,evento,severidade,confianca,recomendacao
2026-08-21T06:14:01,76d0c3de-7d0a-4323-8d6f-6ecf9de355a5,8e85f080-17fe-4b9d-9981-836909f4528d,retry_storm,media,0.6,"Sessão 76d0c3de acumulou 5 refusals encadeados em 115s. Padrão consistente com tentativa iterativa de contornar bloqueio. Recomenda-se rate limit ou bloqueio temporário da sessão, não apenas log do último evento."
2026-08-21T06:41:06,251925f8-7354-44e7-bc8b-eacf1757fef7,aa31939a-0700-4b03-affc-e789b6fd0fa3,retry_storm,media,0.5,"Sessão 251925f8 acumulou 4 refusals encadeados em 117s. Padrão consistente com tentativa iterativa de contornar bloqueio. Recomenda-se rate limit ou bloqueio temporário da sessão, não apenas log do último evento."
2026-08-21T07:00:35,72b5d723-8ec9-4ce4-afde-f8b607d48218,40c07618-7e11-49ed-a1ab-a639aad48440,retry_storm,media,0.6,"Sessão 72b5d723 acumulou 5 refusals encadeados em 111s. Padrão consistente com tentativa iterativa de contornar bloqueio. Recomenda-se rate limit ou bloqueio temporário da sessão, não apenas log do último evento."
2026-08-21T07:12:42,ad26e685-7915-4d23-9fd4-5b9a7250f1c3,e8bf9346-549a-4dfc-b394-9e0d2f33c057,retry_storm,media,0.5,"Sessão ad26e685 acumulou 4 refusals encadeados em 141s. Padrão consistente com tentativa iterativa de contornar bloqueio. Recomenda-se rate limit ou bloqueio temporário da sessão, não apenas log do último evento."
2026-08-21T07:44:11,2f2b3009-8b6f-4b8b-8b58-277556280afa,ca758f1f-9b82-4efa-8ac3-70633e6f09c2,retry_storm,media,0.5,"Sessão 2f2b3009 acumulou 4 refusals encadeados em 96s. Padrão consistente com tentativa iterativa de contornar bloqueio. Recomenda-se rate limit ou bloqueio temporário da sessão, não apenas log do último evento."
2026-08-21T08:04:47,f73a49a9-d13a-4db6-bdfc-8f4f328923fc,c6758fa7-f01e-4903-a50e-5fcd902f8916,retry_storm,media,0.6,"Sessão f73a49a9 acumulou 5 refusals encadeados em 166s. Padrão consistente com tentativa iterativa de contornar bloqueio. Recomenda-se rate limit ou bloqueio temporário da sessão, não apenas log do último evento."
2026-08-21T08:33:50,bd41a51d-0648-4a44-9460-b5ccad3fd254,1851a6df-752c-4d5c-8034-2382c4268146,retry_storm,media,0.5,"Sessão bd41a51d acumulou 4 refusals encadeados em 155s. Padrão consistente com tentativa iterativa de contornar bloqueio. Recomenda-se rate limit ou bloqueio temporário da sessão, não apenas log do último evento."
2026-08-21T08:50:16,a13056f5-68da-494c-a286-426eb162ecb7,8024e5ee-44b8-4862-896f-7d14e75d5984,retry_storm,media,0.5,"Sessão a13056f5 acumulou 4 refusals encadeados em 95s. Padrão consistente com tentativa iterativa de contornar bloqueio. Recomenda-se rate limit ou bloqueio temporário da sessão, não apenas log do último evento."
2026-08-21T08:57:22,4be5dbae-16af-4f42-9972-e30d7a7baf71,6edd2d9d-bc96-4465-82a0-e99eaad0ea4b,retry_storm,media,0.6,"Sessão 4be5dbae acumulou 5 refusals encadeados em 158s. Padrão consistente com tentativa iterativa de contornar bloqueio. Recomenda-se rate limit ou bloqueio temporário da sessão, não apenas log do último evento."
2026-08-21T09:13:22,c258ec08-743e-4872-a0a9-de557bbb950b,cfd412d3-3e36-429e-b744-1921af967ae4,many_shot_probe,alta,1.0,Revisar sessão c258ec08: 67 turnos estimados e 13134 tokens de entrada muito acima do baseline. Verificar se o guardrail de aplicação atuou antes do envio ao modelo ou se o bloqueio (stop_reason=refusal) veio só do provedor.
2026-08-21T09:13:22,c258ec08-743e-4872-a0a9-de557bbb950b,cfd412d3-3e36-429e-b744-1921af967ae4,latency_anomaly,alta,1.0,Latência de 3086ms em 'chat_completion' excede o limite estatístico de 1254ms (Q3 + 2.5x IQR) sem tokens de entrada elevados. Investigar payload da ferramenta chamada (possível injeção via output de terceiro) ou degradação de backend.
2026-08-21T09:25:22,efea6005-0a10-449f-a068-399fc14b78c5,b5380398-4f40-4bc2-8db0-0f429dd51114,latency_anomaly,alta,1.0,Latência de 5619ms em 'kb_search' excede o limite estatístico de 1434ms (Q3 + 2.5x IQR) sem tokens de entrada elevados. Investigar payload da ferramenta chamada (possível injeção via output de terceiro) ou degradação de backend.
2026-08-21T09:25:42,efea6005-0a10-449f-a068-399fc14b78c5,312aa85d-67ec-4fee-83cb-e7c17d236924,latency_anomaly,alta,1.0,Latência de 6910ms em 'kb_search' excede o limite estatístico de 1434ms (Q3 + 2.5x IQR) sem tokens de entrada elevados. Investigar payload da ferramenta chamada (possível injeção via output de terceiro) ou degradação de backend.
2026-08-21T09:26:02,efea6005-0a10-449f-a068-399fc14b78c5,1044ad71-be0a-463c-957b-9d616b3b4158,latency_anomaly,alta,1.0,Latência de 5539ms em 'kb_search' excede o limite estatístico de 1434ms (Q3 + 2.5x IQR) sem tokens de entrada elevados. Investigar payload da ferramenta chamada (possível injeção via output de terceiro) ou degradação de backend.
2026-08-21T09:35:27,131c88c6-6e29-4f98-9087-3a542eda5268,e2a2dcd6-70f9-44c9-859a-f0f1b3eb6166,retry_storm,alta,0.7,"Sessão 131c88c6 acumulou 6 refusals encadeados em 125s. Padrão consistente com tentativa iterativa de contornar bloqueio. Recomenda-se rate limit ou bloqueio temporário da sessão, não apenas log do último evento."
